lokalizacja,opis,cena,do_wynajecia_przez,wspoldzielenie,wielkosc,liczba_pokoi,rodzaj_nieruchomosci,preferowana_plec,palacy,przyjazne_zwierzakom,liczba_wyrazow
"Kraków, Małopolskie","Pragnę zaoferowaćduży, umeblowany, jasny, 2-osobowy pokój w wysokim standardzie do wynajęcia dla studentek , niedaleko UEk.Mieszkanie mieści się w bezpiecznej i cichej okolicy w dzielnicy Śródmieście (Centrum), pieszo 5minut do UEk, 10 min do Dworca Głównego i Rynku. W okolicy znajdują się banki, poczta, sklepy i przystanki komunikacji miejskiej. W mieszkaniu znajdują się 3 pokoje, aneks kuchenny, łazienka i ubikacja osobno. Mieszkanie jest umeblowane z dostępem do mediów.Czynsz 600zł./os. miesięcznie. Jeśli jesteś zainteresowany zadzwoń i umów się na spotkanie. Serdecznie zapraszam do osobistego oglądania",600,Właściciel,Współdzielenie pokoju,25,2 pokoje,Mieszkanie,Kobieta,Nie,Nie,85
"Kraków, Małopolskie","Pragnę zaoferowaćduży, umeblowany, jasny, 2-osobowy pokój w wysokim standardzie do wynajęcia dla studentek , niedaleko UEk.Mieszkanie mieści się w bezpiecznej i cichej okolicy w dzielnicy Śródmieście (Centrum), pieszo 5minut do UEk, 10 min do Dworca Głównego i Rynku. W okolicy znajdują się banki, poczta, sklepy i przystanki komunikacji miejskiej. W mieszkaniu znajdują się 3 pokoje, aneks kuchenny, łazienka i ubikacja osobno. Mieszkanie jest umeblowane z dostępem do mediów.Czynsz 600zł./os. miesięcznie. Jeśli jesteś zainteresowany zadzwoń i umów się na spotkanie. Serdecznie zapraszam do osobistego oglądania",600,Właściciel,Współdzielenie pokoju,25,2 pokoje,Mieszkanie,Kobieta,Nie,Nie,85
"Kraków, Małopolskie",Blisko przystanek internet wszystko w cenie ogrzewanie gazowe,500,Właściciel,Współdzielenie mieszkania/domu,24,2 pokoje,Dom,Bez preferencji,Tak,Tak,8
"Kraków, Małopolskie","Do wynajęcia zostało już tylko student 1 miejsce w pok. 2os w 3 pokojowym mieszkaniu studenckim dla studentki , pokój jest w pełni umeblowany, kuchnia jasna, łazienka wanna, flizy , panele po remoncie nowe okna, w pokoju mieszka studentka z II roku, w pozostałych pokojach mieszkają studenci, mieszkanie ciepłe , ogrzewanie centralne, koszt najmu to 350 zł + media do 100zł na os, kaucja zwrotna w wys. jednego czynszu , lokalizacja w pobliżu Ronda Młyńskiego, Dodatkowe informacje Pośrednictwo Nieruchomości ul.Krowoderska 58/7 tel. 12 632-79-52 502 080 355 od 10-18 pn-.sob jednorazowa prowizja dla biura w wys. 30% odstępnego + VAT płatna po wynajęciu",350,Właściciel,Współdzielenie pokoju,20,3 pokoje,Mieszkanie,Kobieta,Nie,Nie,102
"Kraków, Małopolskie","Mieszkanie
znajduje się w pobliżu ulicy Wrocławskiej. Świetna
lokalizacja dla studenta, mieszkanie znajduje się około 15minut
pieszo od PK i około 15 minut od AGH.
W
okolicy dużo sklepów: Biedronka, Fresh Market, Lewiatan. Piekarnia
i sklep mięsny.
W
pokoju znajdują się dwa łóżka, dwa biurka i współdzielona
szafa.Na mieszkaniu znajduje się pralka, mikrofalówka, zmywarka, i płyta indukcyjna. Ogrzewanie miejskie.Opłata
za jedno miejsce wynosi 550zł plus rachunek za elektryczność. (około
30 zł)



Kontakt
Paweł, tel: 48788894663",550,Właściciel,Współdzielenie mieszkania/domu,57,3 pokoje,Mieszkanie,Mężczyzna,Tak,Nie,75
"Kraków, Małopolskie","Pragnę zaoferowaćduży, umeblowany, jasny, 2-osobowy pokój w wysokim standardzie do wynajęcia dla studentek , niedaleko UEk.Mieszkanie mieści się w bezpiecznej i cichej okolicy w dzielnicy Śródmieście (Centrum), pieszo 5minut do UEk, 10 min do Dworca Głównego i Rynku. W okolicy znajdują się banki, poczta, sklepy i przystanki komunikacji miejskiej. W mieszkaniu znajdują się 3 pokoje, aneks kuchenny, łazienka i ubikacja osobno. Mieszkanie jest umeblowane z dostępem do mediów.Czynsz 600zł./os. miesięcznie. Jeśli jesteś zainteresowany zadzwoń i umów się na spotkanie. Serdecznie zapraszam do osobistego oglądania",600,Właściciel,Współdzielenie pokoju,25,2 pokoje,Mieszkanie,Kobieta,Nie,Nie,85
Ursynów,"Wynajmę pokój dla 1 osoby lub 2 osób (z dostępem do internetu)
Jeśli chętna byłaby 1 osoba, cena wynosiłaby 1000+media, z kolei dla 2 osób - 1300+media (każda po 650). 

 Pokój ma 14, 48m, jest umeblowany - zapewnione łóżko, biurko, krzesło oraz duża komoda. (W przypadku 2osób-dla drugiej zakupiony zostanie ten sam zestaw). Pokój  z dostępem do dużego balkonu.
Mieszkanie w nowym budownictwie  zostało oddane do użytku w tegoroczne wakacje. Ma 58, 5m - dwupokojowe z garderobą, łazienką oraz salonem połączonym z aneksem kuchennym. Znajdują się tam sprzęty takie jak: telewizor, kuchenka mikrofalowa, piekarnik, zmywarka oraz pralka. 

Mieszkanie mieści się na ulicy Kłobuckiej 8 (zamknięte osiedle: Central Park Ursynów) - to pogranicze Ursynowa i Mokotowa. Tuż obok leży przystanek  autobusowy, z którego można dojechać do metra Wilanowska.
W pobliżu znajduje się kilka sklepów spożywczych, m. in. Żabka, U braci i Fresh oraz fryzjer. Biedronka oddalona jest o około 10min. Do Galerii Mokotów można dotrzeć autobusem 165 jadącym w kierunku metra w kilka minut (w zależności od ruchu...) SGGW oddalona jest o około 6km, z kolei wydział zarządzania UW zaledwie o 2, 5.  

Zainteresowanych proszę o kontakt mailowy - ania.pin@wp.pl
telefon - 731523669 (studiuję, więc nie zawsze mogę odebrać, lecz będę odpisywała lub oddzwaniała jak najszybciej).",1000,Nie podano,Współdzielenie mieszkania/domu,58,2 pokoje,Mieszkanie,Kobieta,Nie,Nie,203
Włochy,"Do wynajęcia pokój od 1 listopada 2016 na Nowych Włochach w mieszkaniu trzypokojowym na osiedlu strzeżonym. Obecnie w mieszkaniu pozostałe pokoje wynajmowane przez 2 pracujące osoby. Pokój jest w pełni umeblowany, a mieszkanie w pełni wyposażone. Bardzo dobra komunikacja z centrum (kolejka miejska, pętla autobusowa blisko osiedla). Cena 700 zł + opłaty (na wstępie kaucja). Zainteresowanych proszę o kontakt.",700,Właściciel,Współdzielenie mieszkania/domu,10,3 pokoje,Mieszkanie,Bez preferencji,Nie,Nie,58
Bielany,"Witam, Poszukuję współlokatorów do jednego z pokoi w mieszkaniu dwupokojowym niedaleko Placu Wilsona.Pokój dla 1 lub 2 osób. W pokoju znajdują się 2 łóżka, biurko, szklany stół, 2 półki ora mała szafka z czterema szufladami. Niestety w pokoju nie ma szafy, ale jest za to duża szafa w przedpokoju prawie cała wolna.W drugim pokoju mieszkam ze swoim chłopakiem, lubimy porządek i tego samego oczekujemy we wspólnej przestrzeni od współlokatorów.Kaucja 500 zł (możliwe do rozbicia na dwie raty)Koszt wynajęcia pokoju 1000 zł już z opłatami za prąd, gaz, wodę, czasem wychodzi trochę więcej ale max. 20 zł. na dwa pokoje (internet w cenie)Magda 691-966-782",1000,Właściciel,Współdzielenie mieszkania/domu,62,2 pokoje,Mieszkanie,Bez preferencji,Tak,Nie,107
Bielany,"Witam, szukam pokoju do wynajęcia. Lokalizacja jaka mnie interesuje to Bielany bądź Żoliborz. Kwota jaką mogę przeznaczyć to 900-950 zł już ze wszystkimi opłatami. Fajnie gdyby mieszkanie było 2-pokojowe, a w drugim pokoju mieszkała kobieta w przybliżonym do mnie wieku (27-30 lat). Jestem osobą pracującą, dużo pracującą :-) nie palącą, nie imprezującą w domu. Lubię czasem usiąść i pogadać o babskich sprawach bądź obejrzeć jakiś babski serial :-) Proszę o info, pozdrawiam!",900,Właściciel,Współdzielenie mieszkania/domu,11,2 pokoje,Mieszkanie,Kobieta,Nie,Nie,73
"Kraków, Małopolskie","Mieszkanie w
domu na południu Krakowa.
Studiujesz, pracujesz? Potrzebujesz pokoju (ok.25metrów) w spokojnym, cichym, przyjaznym miejscu, w domu, z dala od szumu, hałasu itd., Mam dla Ciebie do
wynajęcia fajny apartament w domu na pierwszym piętrze w Libertowie dla jednej
do dwóch osób. Jest to duży słoneczny pokój z dwoma wielkimi oknami z balkonem, do dyspozycji jest wielka kuchnia i toaleta.
Apartament w pełni wyposażony, umeblowany, czysty i zadbany.
Pełna wygoda i bezpieczeństwo, osobne wejście, grill, huśtawka, ławki itd.
Preferuje młode pary, mieszkanie jest idealne dla jednej lub dwóch osób.",1000,Właściciel,Współdzielenie mieszkania/domu,35,Kawalerka lub garsoniera,Dom,Bez preferencji,Nie,Tak,91
"Kraków, Małopolskie","Do wynajęcia miejsce w przestronnym pokój 2 osobowy w jasnym, wyremontowanymmieszkaniu położonym przy ul. Grota-Roweckiego 21 Czynsz za miejsce w pokojudwuosobowym wynosi 490 zł + 160 zł MEDIA STAŁEWynajmujesz MIEJSCE W POKOJU. Nie musisz szukać WSPÓŁLOKATORA!Przestronne mieszkanie, świeżo po remoncie, wszystko nowe prosto ze sklepu!Wygodne mieszkanie. Oddzielna łazienka i wc.TelefonOpłata za media jest OPŁATĄ STAŁĄ-zawiera w sobie wszystko: ogrzewanie, prąd, wodę, śmieci, szybki Internet ).Całe mieszkanie jest po generalnym remoncie.Wszystkie meble są nowe, prosto ze sklepu. W kuchni lodówka, mikrofalówka orazkuchenka. Przestronna łazienka z prysznicem oraz osobne WC. Pokoje są w pełniumeblowane - łóżko, szafa, komoda, biurko, krzesło, wszystko co potrzebne aby wygodniemieszkać. W przedpokoju szafa, półka na buty oraz duże lustro. Kuchnia wyposażona w komplet nowych naczyń, sztućców, dla wszystkich mieszkańców.Mieszkanie wyposażone w podręczny zestaw „narzędzi” w deskę do prasowania, żelazko, suszarkę do ubrań, odkurzacz, pralkę i przedmioty do utrzymywania porządku.Wszystkie żarówki w mieszkaniu Typu LedMieszkanie położone w dzielnicy Ruczaj. Okolica świetnie skomunikowana, bardzobezpieczne sąsiedztwo. 300 metrów do przystanku tramwajowego Norymberska (linietramwajowe numer 11, 18, 23, 52, 62 i 72). Linia autobusowa 194. Wszędzie bezpośredni iszybki dojazd!W pobliżu:Kampus UJ – 5 min spacerkiemMotorola – 5 min spacerkiemCzerwone Maki pętla tramwajowo-autobusowa- 3 min tramwajemTesco Kapelanka- 3 przystankiSprawdź dojazd do tego miejsca na POŁĄCZENIA MPK KRAKÓW, lub nahttp://jakdojade.pl KONTAKT:ZachęcamOgłoszenie nie stanowi oferty w rozumieniu przepisów Kodeksu Cywilnego.",490,Właściciel,Współdzielenie pokoju,16,5 pokoi,Mieszkanie,Bez preferencji,Nie,Nie,219
"Kraków, Małopolskie","Do wynajęcia pokój w centrum Krakowa, ul. ZamenhofaPokój jest dwuosobowy, ok 25m2- cena 430 zł/osobaDo ceny należy doliczyć opłaty licznikowe ( liczone na koniec miesiąca według zużycia) w tym internet.Metraż mieszkania to 80m2, 3 pokoje, kuchnia, wc, łazienka.W mieszkaniu max 5 osób.Preferowane osoby dbające o porządek domowy.Kontakt tylko telefoniczny.665-566-787",430,Właściciel,Nie podano,25,Nie podano,Mieszkanie,Bez preferencji,Tak,Tak,52
"Kraków, Małopolskie","Poszukuję współlokatorki w pokoju do mieszkania dwupokojowego na ul. Mały Płaszów.W pokoju, który oferuję mieszka studentka 3 roku, w pokoju obok dziewczyna po studiach, pracująca. Pokój jest duży i przestronny z balkonem ( ok.20m2), ułożony w sposób dający każdemu możliwość prywatności. Wyposażenie to biurko, szafa i łóżko. W kuchni i łazience również wszystkie niezbędne sprzęty. Mieszkanie znajduje się 2 minuty od pętli tramwajowej Mały Płaszów skąd można się dostać bezpośrednio do centrum (18 min). W okolicy znajduje się Lidl, Biedronka, Lewiatan, Żabka oraz Apteka.Cena za miejsce w pokoju to 500 zł (obejmuje wszystkie koszty). Pokój jest dostępny od 1 stycznia z możliwością wcześniejszego wprowadzenia się ( do dogadania się ).Zapraszam do oglądania, kontakt do mnie pod numerem: 730-518-225",500,Właściciel,Współdzielenie pokoju,54,2 pokoje,Mieszkanie,Kobieta,Nie,Nie,119
"Kraków, Małopolskie","Wynajmę pokój 18m (w mieszkaniu 2 pokojowym o powierzchni 49, 72m2). Opłata miesięczna 800zł.  Lokalizacja Kraków Nowa-Huta os.Krakowiaków. .Mieszkanie usytuowane jest na 3 piętrze w budynku 4 piętrowym, jest przestronne, składa się z dwóch niezależnych pokoi, dużej jasnej kuchni, przedpokoju i łazienki.  W mieszkaniu są  plastikowe okna, mieszkanie jest ciche i ciepłe. W budynku znajduje się domofon, budynek wewnątrz oraz na zewnątrz jest monitorowany. Przy budynku istnieje możliwość parkowania samochodu. Okolica spokojna, cicha, dużo zieleni oraz miłe sąsiedztwo. W pobliżu znajdują się sklepy, punkty usługowe, żłobek, przedszkole, szkoły, basen, kino, teatr oraz plac targowy w Bieńczycach. W bliskim sąsiedztwie znajduje się zalew z pięknie zagospodarowaną do odpoczynku przestrzenią. Lokalizacja z bardzo dobrą komunikacja miejską (autobusową, tramwajową",800,Właściciel,Współdzielenie mieszkania/domu,18,2 pokoje,Mieszkanie,Bez preferencji,Nie,Nie,117
"Kraków, Małopolskie","Pilnie szukam lokatora/lokatorki. Mam do zaoferowania pokój jednoosobowy, nie przejściowy, oddzielony od drugiego pokoju kuchnia oraz przedpokojem, jasny. Lokalizacja 3 minuty od przystanku tramwajowego centralna. Pokój jest umeblowany, mieszkanie jest wyposażone. Pokój w którym mieszkam ja, posiada balkon i jest trochę większy, lecz myślę że będzie można się dogadać, co do pokoju i ceny. proszę o kontakt w celu uzyskania dokładniejszych informacjiCena 725 zł  + opłaty (ok. 100-150 zł)",725,Właściciel,Współdzielenie mieszkania/domu,38,2 pokoje,Mieszkanie,Bez preferencji,Nie,Nie,70
"Kraków, Małopolskie","Do wynajęcia jest 1 duży pokój z balkonem (na dolnym piętrze). W pokoju jest wersalka, 2 szafy, biurko, klimatyzacja. Na tym samym piętrze znajduje się osobna łazienka (kabina prysznicowa, toaleta, umywalka). Jest też współdzielona kuchnia z aneksem, piekarnikiem, zmywarką...Blok znajduje się 300m od pętli tramwajowej Mały Płaszów ul. Lipska 51. Z pętli odjeżdżają tramwaje 11 i 20. Samo mieszkanie jest 2 piętrowe i ma 2 łazienki.Cena 600zł od 1 osoby/mies (razem 1200zł za 2 osoby/mies) zawiera czynsz + opłaty za prąd, gaz, CO. Internet (UPC 60Mb/s) jest współdzielony z pozostałymi lokatorami.W przypadku gdyby pokój chciała wynająć tylko 1 osoba -> cena 1000zł/miesNumer do mnie - aktualnie tu mieszkam 733408881 (umawianie na oglądanie mieszkania)Numer do właściciela -> 607 816 161 (sprawy formalne)",600,Właściciel,Współdzielenie mieszkania/domu,18,Nie podano,Mieszkanie,Bez preferencji,Tak,Tak,123
"Kraków, Małopolskie","Hej mam do wynajęcia przestronny dwuosobowy pokój (ok. 20m2) z balkonem w mieszkaniu 2-pokojowym (50 m2) na ul. SpółdzielcówBardzo dobra lokalizacja:2 minuty na przystanek , , Dauna''Linie tramwajowe 6, 24, 50Linie autobusowe 204, 224, 904Jeden przystanek na , , Bieżanowska'', a stamtąd możliwość przesiadkiLinie tramwajowe 3, 6, 9, 13, 23, 24, 50, 69Linie autobusowe 144, 173, 301, 304, 503, 669, 204, 244Około 15-20 minut do centrumW pokoju niebawem pojawią się nowe meble (szafy, regały)Łazienka niedawno była wyremontowana.W drugim pokoju mieszkam Ja - studentka fizjoterapiiCena za wynajem 330 zł/os + media (czynsz, gaz, prąd, internet) ok 120-140zł/os w zależności od zużycia, mogą ulec na mniejszą kwotę, ogrzewanie miejskie wliczone w czynsz.Kaucja 330zł/oswynajem od 1 grudnia. Właściciele bezproblemowiKontakt telefoniczny 721966347 Zapraszam do oglądania",330,Właściciel,Współdzielenie mieszkania/domu,50,2 pokoje,Mieszkanie,Bez preferencji,Tak,Tak,124
"Kraków, Małopolskie","Mam do wynajęcia OD teraz duży pokój dwuosobowy lub jednoosobowy.Pokój jest super duży, z pięknym widokiem na Krakow . Samo mieszkanie jest 2-poziomowe , 3-pokojowe , z 2 tarasami po 10m2 każdy, są wszystkie niezbędne sprzęty i szybki Internet. Cena za miejsce w pokoju to 530 zl.+Internet 20 zl(dwuosobowy) jednoosobowy (1100 zl ze wszystkim). I poziom: przedpokój, toaleta, pokój z tarasem, oddzielna kuchnia. II poziom: przedpokój, łazienka z toaletą, pokój, pokój z tarasem. Nowy 7 letni blok ogrodzony, z parkingiem i bramą zamykaną na pilota.Lokal idealny dla osób pracujących, studiujących lub pary.500 m do przystanków szybkich linii tramwajowych oraz autobusów. W sąsiedztwie wszystko co potrzebne: szkoły, przedszkola, sklepy, zakłady usługowe.Proszę napisać do mnie na Facebook lub email.URGENTLY!!HELLO everyone!Ihave for rent from NOW large double room ..or single room!The room is super big, with a beautiful view of Krakow. The apartment is 2-level, has 3-bedroom, 2 terraces about a 10m2 each, there are all necessary equipment and high-speed Internet. Price for a place in the room is 530 pln. + Internet 20 pln ./1 person .. I level: entrance hall, toilet, living room with terrace, separate kitchen. Second level: hall, bathroom with a toilet, a room, a room with a terrace. The new 7-year block with parking and a lockable gate on the remote control.The restaurant is ideal for those working, studying.500 m to the high-speed tram stopsand buses 20 min to to the city center. Near the building is everything you need: shops, service .Please write me on Facebook or to e-mail.",550,Właściciel,Współdzielenie mieszkania/domu,75,3 pokoje,Mieszkanie,Kobieta,Tak,Tak,262
"Kraków, Małopolskie","Mieszkanie w standardzie studenckim, cena zawiera WSZYSTKO  - czynsz, media (prąd, gaz), internet wi-fi i OGRZEWANIE MIEJSKIE CENTRALNE (mieszkanie ciepłe).Atutem jest świetna lokalizacja - blisko na uczelnie, 10 minut pieszo do Rynku Głównego, liczne przystanki komunikacji miejskiej w pobliżu, spokojna, bezpieczna okolica, obok Park Krakowski.Mieszkanie zamieszkiwane przez spokojne osoby i jedną spokojną kotkę, właściciel nie mieszka.tel. 733 999 708.",850,Właściciel,Współdzielenie mieszkania/domu,15,Nie podano,Mieszkanie,Bez preferencji,Tak,Tak,59
"Kraków, Małopolskie",Wynajmę pokój 1 osobowy od zaraz pokój umeblowany kuchnia łazienka wc pralka lodówka internet podana cena zawiera media blisko sklepy Simply Lidl  i przystanek autobusowy dobry dojazd w każde miejsce w Krakowie                                            Kraków tel. 12 - 74 - 73 Prądnik biały,650,Właściciel,Współdzielenie mieszkania/domu,13,4 pokoje,Dom,Bez preferencji,Tak,Tak,39
"Kraków, Małopolskie","Mam do wynajęcia pokój, w mieszkaniu 3 pokojowym, nieprzechodni w dogodnej lokalizacji, w pełni umeblowany(łóżko, szafa, fotel stolik). W pobliżu mieszkania Lidl, Delikatesy Podwawelskie, Fresh, bardzo blisko do przystanku autobusowego, tramwajowego- 5 minut pieszo. Mieszkanie ogrzewane centralnie, w kuchni- lodówka, kuchenka w łazience pralka. Koszt wynajmu to 700zł czynsz plus 120zl media( woda, prąd, gaz, internet, ogrzewanie)",700,Właściciel,Współdzielenie mieszkania/domu,59,3 pokoje,Mieszkanie,Bez preferencji,Tak,Tak,58
"Kraków, Małopolskie",Wynajmę samodzielny duży pokój w mieszkaniu na drugim piętrze w dwupiętrowej kamienicy. Pokój jest częściowo umeblowany ( jak na zdjęciach ).W mieszkaniu znajduje się jasna w pełni wyposażona kuchnia oraz odnowiona łazienka.Mieszkanie znajduje się w cichej zielonej okolicy. 100 metrów do najbliższych przystanków MPK.Cena 900 zł obejmuje już czynsz i media.,900,Nie podano,Współdzielenie mieszkania/domu,18,2 pokoje,Mieszkanie,Bez preferencji,Tak,Tak,50
"Kraków, Małopolskie","Cześć, do wynajęcia duży pokój w mieszkaniu w kamienicy w samym centrum - Kołłątaja 12.Do Rynku 7 minut, Galeria Krakowska/Dworzec 10 minut, Kazimierz niecałe 10, przystanek tramwajowo-autobusowy Hala Targowa 3 min, Poczta Główna 7 min. Przy Hali Targowej duży sklep, do Biedry z 8 minut. UEK - 12 min pieszoUJ - lekarski 1 min pieszo (ul. Łazarza)PK - 20 min pieszo albo tram 19 spod Hali TargowejMieszkanie składa się z 2 sypialnii, salon (do wspólnego użytku), duży balkon), duża kuchnia, łazienka i toaleta osobno. Opłaty miesięczne:Pokój: 700 (za pokój) + 70zł/os czynsz adm. (woda, śmieci, takie tam) Internet 18.5zł/osobaOpłaty co drugi miesiąc*:Prąd na osobę: wiosna-lato parę dyszek, zimą (2 rachunki: w styczniu i marcu) ok. 200 zł (ogrzewanie na prąd)Gaz 60-70zł/osoba Wysokość wszystkich opłat przy 3 osobach w mieszkaniu.(*Jednego miesiąca płacimy gaz, drugiego prąd - czyli łącznie w roku przychodzi 6 rachunków za gaz i 6 za prąd)Meble:zostaje łóżko, biurko, krzesło, szafa. W razie potrzeby pan administrator może wstawić dodatkową szafę/regał/cokolwiek.Pokój wolny od połowy listopada.No i najważniejsze - współlokatorzy;dW drugiej sypialni mieszkam ja (Paulina) i Hubert. Pracuję na pełen etat i jestem na ostatnim roku magisterki na UEK, Hubert jest studentem AGH. Cenimy względny spokój w tygodniu, bo imprezowanie nie sprzyja rannemu wstawaniu do pracy;) Chętnie (nawet bardzo chętnie!) zamieszkamy z kimś, kto nie boi się wyjść ze swojego pokoju, napije się z nami herbatki/piwka itp. Na mieszkaniu zawsze panowała fajna atmosfera między współlokatorami i nie chcemy by to się zmieniło. Proszę o kontakt przez formularz.PS Osoby z psami mile widziane!",700,Właściciel,Współdzielenie mieszkania/domu,76,3 pokoje,Mieszkanie,Bez preferencji,Tak,Tak,261
